vehicle_id,vehicle_type,make,year,total_km,avg_daily_km,last_oil_change_km,days_since_oil_change,last_oil_filter_change_km,days_since_oil_filter_change,last_fuel_filter_change_km,days_since_fuel_filter_change,last_fuel_pump_change_km,days_since_fuel_pump_change,last_battery_change_km,days_since_battery_change,last_spark_plugs_change_km,days_since_spark_plugs_change,last_shock_absorbers_change_km,days_since_shock_absorbers_change,last_brake_fluid_change_km,days_since_brake_fluid_change,last_brake_pads_change_km,days_since_brake_pads_change,last_tires_change_km,days_since_tires_change,last_coolant_change_km,days_since_coolant_change,last_water_pump_change_km,days_since_water_pump_change,last_radiator_change_km,days_since_radiator_change,last_transmission_fluid_change_km,days_since_transmission_fluid_change,driving_condition,target_days_to_next_maintenance
522,Car,Toyota,2003,453462,68,448025,80,448889,67,423153,446,444641,130,446368,103,427832,377,388295,957,416975,537,441868,170,424059,431,379723,1084,394092,875,287625,2436,416374,544,Highway,79
523,Bus,Volvo,2020,441163,295,433126,27,441175,0,420562,70,368213,247,375928,221,371721,236,369518,243,440853,1,395367,155,437743,12,367105,251,323530,399,404839,123,359594,277,Urban,63
524,Bus,MAN,2015,766930,253,759376,30,759444,30,733478,132,717737,195,725861,162,765624,5,747347,78,743648,92,719214,189,717109,196,758707,33,676312,358,732271,137,711766,217,Highway,57
525,Car,BMW,2000,1315133,176,1305920,53,1311361,21,1303878,63,1160796,876,1288402,152,1312330,16,1283040,182,1298709,94,1269691,259,1264693,287,1305310,55,1203696,633,1185455,737,1300432,84,Mixed,54
526,Bus,Mercedes,2023,128820,225,120020,39,125826,13,90554,170,17511,495,100593,125,106518,100,120750,36,108783,90,95421,148,107535,95,76632,232,16088,501,14846,507,96951,142,Highway,66
527,Bus,Scania,2008,894768,175,886686,46,889132,33,893093,9,864865,171,853786,234,867641,155,828726,377,867676,155,888841,34,838401,323,889559,30,880386,81,810943,479,852795,240,Urban,43
528,Bus,Scania,2003,1382271,210,1373344,43,1378948,16,1362887,92,1249418,632,1309546,347,1373611,41,1294994,416,1333306,233,1380608,8,1371480,51,1362855,93,1278099,496,1351959,145,1323666,279,Highway,49
529,Truck,MAN,2004,1309532,209,1304655,24,1304147,26,1271229,183,1204239,504,1253268,269,1282462,130,1294526,72,1268753,196,1299606,48,1286025,112,1274264,168,1217400,441,1294461,72,1237844,343,Highway,71
530,Car,Ford,2025,597,176,0,42,0,31,0,51,0,575,0,439,0,416,0,196,0,24,0,263,0,217,0,414,0,122,0,30,0,248,Urban,83
531,Truck,Scania,2015,380404,131,371585,67,373046,55,375786,35,292468,670,266338,871,361047,148,322575,441,360067,154,362758,134,371018,72,305046,575,328077,399,328288,398,306853,561,Urban,40
532,Car,Toyota,2013,247000,68,242291,69,237648,135,197527,728,138444,1596,172114,1101,223101,351,157358,1316,220694,386,231888,221,222736,354,175679,1048,210354,538,142951,1529,160221,1275,Mixed,49
533,Truck,Scania,2024,74651,282,65362,33,70990,13,71278,12,0,538,74090,2,51535,82,0,304,55628,68,59084,55,59262,54,67296,26,63037,41,34993,141,0,307,Highway,54
534,Bus,Mercedes,2008,897311,176,889699,43,894610,15,870250,154,837920,338,854829,242,849453,273,882998,80,884376,74,875999,120,858495,221,821004,434,870688,151,823982,417,838808,332,Urban,49
535,Bus,Volvo,2024,105354,374,96843,23,101594,10,74846,82,0,451,0,311,63970,110,69210,97,52943,140,79478,69,74275,83,70114,94,64600,109,0,458,61315,118,Mixed,57
536,Bus,Mercedes,2005,1704799,282,1702623,8,1701942,10,1668834,128,1586366,420,1616822,312,1671943,116,1673378,112,1676508,100,1702840,8,1669103,127,1628019,273,1681053,84,1647905,202,1689385,55,Urban,47
537,Car,Hyundai,2016,275665,101,275111,4,267216,83,241384,340,214649,605,230542,448,199493,755,191508,833,267209,82,234511,408,259725,156,259919,156,247313,281,209064,660,271253,43,Urban,85
538,Truck,Ford,2017,636640,265,631974,17,627587,34,597452,147,530086,402,525759,419,582861,203,575238,232,618667,68,618466,68,577162,225,633836,10,616941,74,632912,14,554455,309,Urban,51
539,Bus,Volvo,2018,527690,250,522138,22,527349,1,515077,51,511069,67,431123,386,449489,313,456613,284,521452,25,518097,38,520267,29,511294,65,433459,377,356642,684,519812,32,Highway,80
540,Truck,Mercedes,2006,1179143,207,1177814,6,1171427,37,1156238,111,1172986,29,1108602,341,1121537,279,1155411,114,1125817,258,1170352,43,1127445,249,1117052,300,1161204,87,1054434,602,1154050,121,Mixed,52
541,Bus,Volvo,2000,2734072,364,2727892,17,2728050,17,2692161,115,2617525,320,2692832,113,2654916,217,2662506,196,2714406,54,2714252,55,2711086,63,2725291,24,2642369,252,2591751,391,2703853,83,Mixed,77
542,Bus,Iveco,2025,0,202,0,44,0,46,0,35,0,633,0,38,0,175,0,350,0,76,0,173,0,52,0,263,0,158,0,844,0,351,Mixed,49
543,Truck,MAN,2005,831315,138,824544,49,822326,65,811894,140,731106,726,775228,407,811677,143,794284,268,771917,431,826384,36,800723,221,809007,162,723193,783,684270,1065,757630,534,Highway,44
544,Bus,Mercedes,2018,352476,168,346330,36,344828,45,351863,3,302922,295,290789,368,346884,33,301717,302,340401,72,332998,116,328262,145,340410,71,250927,604,293385,353,297820,325,Highway,87
545,Car,Honda,2025,3151,177,1935,7,2129,6,0,92,0,156,0,643,0,60,0,150,0,130,0,182,0,171,0,275,1566,9,0,79,0,430,Highway,42
546,Car,Ford,2008,431654,84,422182,112,424443,85,395276,433,284147,1756,318855,1342,399594,379,357311,884,386280,539,418433,157,384418,563,360426,847,403549,335,399535,382,342250,1065,Highway,47
547,Car,Toyota,2007,1021074,189,1015545,29,1018935,11,973324,253,858888,857,1020109,5,1001867,101,1013748,39,1006478,78,1008997,64,970681,267,995311,136,999762,112,956597,342,935609,453,Mixed,39
548,Truck,Volvo,2001,1075716,150,1068404,48,1071814,25,1043018,218,1043513,215,1061638,94,1030651,300,1068637,48,1062216,90,1065341,70,1070994,31,1019199,378,1022361,357,1009400,442,1033415,282,Highway,48
549,Truck,Mercedes,2008,973477,190,967191,33,970692,15,933284,211,802806,899,971266,12,935866,198,901303,380,970237,18,944301,153,943782,156,944511,152,870291,543,897205,402,933507,210,Mixed,33
550,Car,Hyundai,2005,892524,149,885706,45,889776,18,861842,207,874147,125,797780,635,845801,313,835611,382,882310,68,870320,149,880545,80,884846,52,808914,561,795452,652,843138,332,Mixed,41
551,Truck,Mercedes,2011,851579,201,847392,21,851213,2,817104,171,699711,755,744567,532,814442,185,824175,136,796099,276,840987,52,804939,232,850214,7,814418,185,684337,832,847688,19,Mixed,30
552,Car,Honda,2002,906639,132,897570,69,899493,52,875374,237,806402,758,803888,778,904885,13,824169,625,890371,123,871346,267,891031,119,890929,119,872035,263,733376,1313,898289,63,Urban,49
553,Truck,Ford,2018,228835,108,222111,62,228238,6,180233,451,57950,1582,133084,886,208278,190,219171,90,215737,121,221707,65,169475,551,164243,598,140430,818,187792,380,139915,823,Urban,86
554,Truck,Volvo,2007,699877,130,694066,44,695380,35,690375,73,566944,1023,683248,127,623150,591,623238,590,660955,299,693252,51,653647,356,644046,428,666186,260,666719,256,642992,436,Urban,40
555,Truck,MAN,2021,280094,239,277556,10,274443,23,237376,178,188402,383,185441,396,215015,272,223663,236,231268,204,272295,33,242016,159,201691,328,163359,488,247661,135,243037,155,Highway,63
556,Bus,Iveco,2005,2376566,395,2368588,20,2376621,0,2352513,61,2330447,117,2331766,113,2317787,149,2300296,193,2333524,109,2366763,25,2358378,46,2299155,196,2339161,95,2215084,409,2317005,151,Mixed,84
557,Bus,Volvo,2017,471830,198,466463,27,471118,3,469314,12,351134,609,467980,19,461359,53,386899,429,421270,255,469325,12,421864,252,438847,167,414885,288,343809,648,456753,76,Mixed,88
558,Car,Hyundai,2010,705381,158,696081,59,696640,55,700303,32,595866,693,585884,756,690870,92,620094,540,650761,346,657259,304,698316,44,661870,276,587440,747,631806,465,620106,539,Highway,72
559,Truck,Scania,2012,1175039,299,1168443,22,1173873,4,1143682,105,1112091,210,1173405,5,1134065,137,1157738,58,1119784,185,1147419,93,1134904,134,1128944,154,1083481,306,1031686,480,1137521,126,Urban,78
560,Truck,Scania,2004,684721,108,682427,21,682621,19,669680,139,628440,520,579058,979,630651,501,596738,815,642466,392,652066,302,648339,337,614248,651,649143,329,628006,525,617251,624,Mixed,37
561,Bus,Scania,2002,1594893,232,1590696,18,1594835,0,1579596,66,1588371,28,1593761,5,1583463,49,1516356,338,1559675,152,1559964,151,1564732,130,1524773,302,1529999,280,1526496,295,1578209,71,Urban,83
562,Car,Hyundai,2017,475171,198,474074,5,469559,28,460569,74,388107,440,427687,240,439174,182,469712,27,458296,85,452903,113,424658,255,454717,103,439351,181,394443,407,385650,452,Urban,65
563,Car,BMW,2018,364666,169,359771,29,361159,21,315785,289,249764,680,326684,225,285902,467,353875,63,307792,337,317131,281,325580,231,342759,130,353537,66,219790,858,298659,390,Mixed,75
564,Car,Hyundai,2018,261500,126,255530,47,258837,20,259307,18,113774,1172,165029,765,205782,442,219706,331,235399,208,259736,15,233197,225,242309,152,210358,407,95720,1316,199108,493,Urban,64
565,Truck,Mercedes,2024,52947,187,49828,16,49398,19,13932,208,48615,23,0,458,22206,164,31118,118,12739,215,13251,212,12404,217,25289,148,7390,244,27107,138,11751,220,Mixed,38
566,Truck,MAN,2022,222837,245,215138,32,219524,14,206924,65,58170,672,215209,31,165555,234,139849,338,182884,163,176246,190,184587,156,197408,104,159190,260,90030,542,172686,205,Urban,65
567,Bus,Scania,2006,1839210,323,1838412,3,1831074,25,1834002,16,1670166,523,1762557,237,1773830,202,1820177,59,1810798,88,1822270,53,1785590,166,1806472,102,1829458,30,1778838,187,1750584,274,Urban,52
568,Truck,Ford,2007,1564520,291,1559249,18,1561184,12,1518665,157,1541580,79,1538615,89,1506575,199,1534080,105,1552235,43,1542675,75,1531755,112,1551104,46,1496393,234,1445763,408,1502040,215,Highway,33
569,Truck,Ford,2015,345169,114,335746,82,339737,48,320743,215,260629,740,242853,898,316597,251,290507,480,303736,363,306873,335,313097,281,302659,373,289668,487,168510,1551,255621,785,Highway,53
570,Truck,Ford,2006,645646,112,642853,25,643946,16,596857,436,525952,1069,623239,200,625939,178,582885,560,608359,333,608459,332,593327,468,628657,153,560382,761,638209,65,605898,355,Urban,32
571,Truck,Ford,2000,1758166,235,1752360,25,1750081,34,1727445,131,1587057,729,1733023,107,1714835,185,1723760,147,1739754,79,1740260,77,1709537,207,1750775,32,1735908,95,1619272,592,1730908,116,Highway,54
572,Bus,MAN,2019,693221,388,693026,0,685767,19,657312,92,690680,7,621854,184,671008,57,668092,65,634379,152,675001,47,656990,93,631007,160,577232,299,539130,397,642030,132,Highway,41
573,Truck,Ford,2024,37788,138,28907,64,37827,0,24054,99,0,513,37474,2,0,483,0,495,0,416,15495,161,22409,113,0,305,26863,80,0,504,0,649,Mixed,48
574,Bus,Mercedes,2025,0,314,0,6,0,21,0,132,0,419,0,377,0,231,0,42,0,140,0,54,0,52,0,166,0,113,0,130,0,55,Urban,74
575,Truck,Ford,2014,599951,180,598481,8,596009,22,591838,45,502628,540,514289,476,532502,375,537841,345,588149,66,589466,59,599396,3,535863,356,514911,473,583057,94,568578,174,Highway,77
576,Truck,Mercedes,2011,824332,195,820021,22,817904,33,776106,246,783025,212,758824,335,792151,165,766780,296,765193,304,777032,243,776450,246,793647,158,768219,288,802225,114,763877,310,Highway,42
577,Car,BMW,2002,1215453,176,1214260,6,1206324,52,1212790,16,1050205,940,1213496,11,1142028,417,1179509,204,1198245,98,1186306,166,1175946,224,1194064,122,1188678,152,1174590,232,1173007,241,Mixed,35
578,Truck,MAN,2023,175861,297,172017,13,169336,22,156503,65,113217,211,167337,29,134917,138,110430,220,170890,17,159232,56,143750,108,168305,25,93144,278,0,596,92433,281,Mixed,79
579,Bus,Iveco,2009,1544118,322,1544043,0,1543980,0,1513945,94,1497955,143,1540436,11,1501038,134,1493078,158,1541238,9,1537419,21,1541443,8,1487820,175,1450081,292,1406488,427,1530868,42,Highway,69
580,Bus,Scania,2004,2491194,395,2484609,17,2488006,8,2454651,93,2416167,190,2420423,179,2487186,10,2449760,105,2451434,101,2484836,16,2456786,87,2427559,161,2445298,116,2428444,159,2429157,157,Urban,42
581,Car,Hyundai,2007,725801,135,725309,3,721204,34,691689,252,718833,52,679350,344,669379,419,713959,87,703302,168,714907,81,683109,316,675590,373,671190,404,637596,652,677822,356,Mixed,65
582,Car,Ford,2015,263771,87,262232,20,254443,107,263289,7,117226,1685,162613,1161,194227,800,255383,98,254621,104,237292,305,256565,83,238058,294,145837,1355,222295,477,225606,440,Urban,35
583,Truck,Mercedes,2008,966936,191,964363,13,960804,32,945448,113,924892,220,860553,557,932665,179,947044,104,943029,125,935347,165,946533,106,932536,181,885048,429,873339,489,879179,459,Urban,60
584,Car,Hyundai,2020,77523,52,71883,108,74359,64,61225,316,0,2764,62882,281,75111,46,48467,558,30654,901,44284,639,33899,837,62642,286,0,1582,24251,1024,63432,274,Highway,70
585,Bus,Mercedes,2012,1185548,302,1179880,19,1180375,17,1164755,69,1074668,367,1137284,160,1153306,107,1124346,203,1159453,87,1183983,5,1176831,29,1184407,4,1181751,12,1185011,2,1108670,254,Urban,40
586,Truck,Ford,2021,119955,109,114291,53,112157,73,80058,365,75557,407,32348,805,48419,657,104990,139,62050,530,81601,351,85910,312,88277,291,61312,539,0,1246,50733,635,Urban,45
587,Truck,Mercedes,2007,661019,120,657321,30,659173,14,644589,137,655527,47,595841,543,642530,153,593140,566,619304,348,636552,204,651626,77,634615,219,569791,760,616555,370,621734,328,Mixed,66
588,Car,Hyundai,2018,290156,135,287105,22,282734,55,265875,180,274145,118,180414,813,256831,247,274096,119,237048,393,275792,106,243805,343,257769,239,224987,482,227654,463,201769,654,Urban,53
589,Truck,Volvo,2009,1273797,267,1270657,12,1267290,24,1250475,87,1133971,524,1172057,381,1260520,50,1197648,285,1265816,30,1252305,81,1259884,52,1208521,244,1203376,264,1094087,673,1187287,324,Highway,80
590,Car,Ford,2001,648862,90,644906,42,644592,46,621003,309,615020,376,612906,399,621509,305,570087,874,612105,408,620796,312,633451,170,594013,610,581252,753,632452,181,570695,871,Highway,38
591,Car,Toyota,2016,236747,86,234034,33,227665,107,235094,18,202071,402,224163,149,230471,72,185658,594,205648,362,222718,163,188230,563,198926,439,222990,160,189118,554,202118,403,Highway,65
592,Truck,Mercedes,2000,1663143,222,1656939,28,1654839,38,1659603,16,1604252,265,1656806,29,1623026,181,1632293,139,1632705,137,1646715,74,1623549,178,1654636,38,1661266,9,1583155,360,1575008,397,Urban,79
593,Truck,Volvo,2016,737704,273,729331,30,729030,32,732128,20,735675,8,675098,229,696936,150,706735,113,693419,162,732299,20,678361,217,729102,31,716785,76,731577,23,709652,102,Urban,38
594,Truck,MAN,2005,1465211,245,1455964,37,1459448,23,1457351,32,1454597,43,1447697,71,1392346,298,1450993,58,1436456,118,1424188,167,1457600,31,1422842,173,1399365,269,1433469,129,1448859,67,Mixed,57
595,Bus,MAN,2024,115561,395,110357,13,108531,18,77646,96,102337,34,61810,136,113564,5,97838,45,98272,44,106906,22,84753,79,46854,174,0,294,80530,89,96706,48,Urban,75
596,Truck,Volvo,2003,689386,104,684240,51,685602,36,672792,161,521094,1618,646849,408,621402,655,624249,626,636207,511,649924,379,638041,493,669677,190,593300,924,640334,471,609092,773,Urban,79
597,Car,Toyota,2000,701025,93,699353,17,698510,27,668279,352,640623,649,672084,310,658723,455,645550,596,671923,312,658798,454,651373,534,692252,94,681629,208,664095,396,641036,646,Urban,55
598,Truck,Mercedes,2005,1193514,199,1192667,4,1192302,6,1190893,13,1078131,580,1184822,44,1191266,11,1136665,286,1163607,151,1184053,47,1183359,51,1193420,1,1164040,148,1066940,636,1162209,158,Urban,82
599,Truck,Scania,2000,2094172,279,2088624,20,2086712,27,2087895,23,2016374,279,2072081,79,2017165,276,2043124,183,2075407,68,2080699,48,2091364,10,2077592,59,1975832,425,2032209,222,2033618,217,Mixed,46
600,Car,Ford,2023,89801,155,86533,21,86424,21,89564,2,10553,511,53347,235,39204,327,7717,529,82081,48,65749,156,32023,374,12980,496,25012,419,64698,162,22849,433,Urban,74
601,Car,Ford,2013,498572,140,488793,70,489312,66,461976,261,486300,87,379289,853,457465,294,464403,244,447506,365,456269,303,457711,293,421124,553,461916,261,332865,1184,467022,225,Urban,83
602,Truck,Volvo,2016,698876,260,693863,19,690407,33,659681,151,529269,653,585364,436,622223,295,655969,165,657832,159,689094,38,685589,51,686937,46,661321,144,576162,473,641503,220,Mixed,43
603,Bus,Mercedes,2011,1115158,266,1113809,5,1109182,23,1098670,62,989981,470,1035517,300,1097626,66,1084113,117,1109478,21,1082134,124,1076538,145,1062528,198,1051445,240,1088857,99,1097404,66,Urban,59
604,Truck,Ford,2014,976314,294,969315,24,971542,16,927348,167,973169,11,931996,151,939037,127,928989,161,931686,152,973968,8,924183,177,918111,198,940309,122,891652,288,918877,195,Urban,87
605,Truck,Volvo,2007,543702,100,540074,35,537101,67,504745,390,446645,972,431689,1119,524142,196,528862,148,514475,295,527999,156,497409,463,532413,112,454639,892,507647,361,509514,341,Mixed,71
606,Truck,MAN,2020,251953,166,251492,2,248217,22,219979,193,81955,1023,242767,55,244933,42,187819,386,193322,353,242680,56,196919,331,241029,67,147117,632,128986,741,224538,165,Urban,55
607,Car,BMW,2015,264495,89,260411,46,259604,55,246182,206,145245,1341,262833,19,189619,841,249198,173,209449,618,263128,16,212426,585,216295,543,244522,224,88254,1981,207155,645,Highway,44
608,Truck,Ford,2011,1110146,265,1104167,23,1107292,11,1092458,67,965415,546,1109415,3,1088542,81,1052311,218,1108526,6,1099073,41,1092333,67,1093959,61,1081017,110,987625,462,1063270,177,Mixed,82
609,Truck,Ford,2006,611297,108,606996,41,604168,66,604253,67,499448,1036,610288,9,571191,372,604042,67,583077,262,600529,99,596074,140,605650,51,561358,462,520325,842,532422,729,Mixed,70
610,Bus,Mercedes,2020,386256,260,381101,20,381679,18,370801,59,298448,338,290509,368,330361,215,318515,260,376918,36,371097,59,346182,154,348278,146,382306,15,333667,202,341184,173,Mixed,52
611,Truck,Scania,2024,35181,123,26878,69,28564,54,31361,32,0,1210,0,519,0,641,0,342,0,401,10967,197,24986,84,0,476,0,484,0,913,0,523,Mixed,52
612,Truck,MAN,2009,1188545,248,1187321,5,1181943,27,1162149,107,1119968,277,1081458,432,1182696,24,1131084,231,1146478,169,1172979,63,1163341,101,1163716,100,1132573,226,1174145,58,1139681,197,Urban,81
613,Bus,MAN,2015,563283,188,557426,31,559264,20,559727,19,515033,256,561518,10,499063,341,556866,34,509962,284,555069,44,554491,47,489019,396,546745,88,520868,226,550324,69,Urban,38
614,Bus,MAN,2020,496955,332,492537,13,494368,8,451515,137,368441,387,451111,138,453863,130,432994,192,474360,68,457084,120,485497,34,440934,169,457865,118,492715,13,437083,180,Highway,34
615,Truck,Ford,2021,126082,107,125520,6,119834,59,108359,165,0,1269,32044,879,113958,114,117984,77,105079,195,91335,325,109841,151,118884,67,18816,1002,52629,686,85151,382,Urban,48
616,Bus,Iveco,2000,2936793,392,2934318,6,2932999,10,2892613,113,2757923,456,2853657,212,2913409,60,2915728,54,2908326,73,2895186,106,2876961,152,2924250,32,2871260,167,2889166,121,2896482,103,Mixed,38
617,Car,BMW,2022,100757,101,94797,59,96398,43,56974,435,0,1491,14220,858,31092,688,93511,73,86801,139,84295,165,83298,173,95165,57,74426,260,0,1681,82809,179,Mixed,43
618,Truck,Volvo,2018,231037,108,226429,44,229317,17,221083,94,60222,1582,116657,1058,161636,644,204570,245,211429,181,212997,166,223336,71,177883,492,151091,740,161147,648,166902,594,Urban,33
619,Truck,Ford,2021,330621,275,327461,12,329643,3,294142,132,257462,266,289968,149,255506,273,307195,85,330203,1,286418,161,279440,186,317987,46,245118,311,180541,546,245120,311,Urban,45
620,Car,Toyota,2025,6152,144,2183,28,4860,10,0,245,0,1071,0,174,0,286,0,161,0,124,0,82,0,403,0,237,0,701,0,241,0,191,Urban,83
621,Bus,Volvo,2007,826394,154,825210,7,823917,15,819274,47,781892,289,809211,111,818090,54,801093,164,818391,52,786573,259,779030,308,796006,196,816660,63,821262,33,758838,439,Mixed,73
622,Bus,Mercedes,2002,1621117,235,1618107,13,1614496,28,1586199,148,1602537,79,1577083,187,1568606,223,1563518,244,1561412,253,1581951,167,1590625,130,1554538,284,1518612,436,1543460,330,1544826,325,Highway,62
623,Car,Ford,2001,1416327,197,1408083,42,1413010,17,1379872,184,1404622,60,1319800,490,1414561,9,1350126,336,1404236,62,1411926,21,1404608,59,1395291,107,1301700,582,1245552,866,1352862,322,Urban,82
624,Bus,Volvo,2020,571645,381,570633,3,563100,23,546376,66,427917,377,527442,116,540677,81,568119,9,530681,108,552526,50,518667,139,562550,24,472240,261,425713,383,542546,76,Mixed,75
625,Truck,Volvo,2003,1379796,210,1370279,46,1377925,9,1334470,216,1209539,810,1361056,89,1357831,104,1304069,361,1361890,85,1361157,89,1369221,51,1332200,227,1339984,189,1242931,652,1341726,181,Mixed,51
626,Truck,Volvo,2021,277248,238,267648,40,276781,2,238423,163,167700,460,209572,284,220406,239,265247,51,238859,161,248745,120,253307,101,237361,167,241364,150,246591,129,263573,58,Highway,48
627,Truck,Scania,2024,60511,185,51594,48,58277,12,59120,8,0,965,0,404,48759,63,50347,55,6919,289,54709,32,24505,194,47172,72,0,455,13128,257,22606,206,Urban,38
628,Bus,MAN,2017,697655,289,691865,20,688481,32,649986,165,647993,172,607708,311,621873,262,615524,284,684365,46,649429,167,653952,151,639421,201,630570,232,558032,483,616431,281,Urban,64
629,Truck,Volvo,2011,525673,127,524992,6,516576,71,523445,18,511952,108,418425,845,462393,499,456823,541,524993,7,478566,369,499033,210,506117,154,425575,789,481503,348,451809,581,Urban,58
630,Truck,Scania,2022,191663,204,183149,42,183234,41,160393,153,20312,840,178198,66,152094,194,190047,8,189297,11,146191,223,169256,110,177882,68,101161,444,77909,557,107010,415,Mixed,63
631,Truck,MAN,2011,1103822,264,1102420,5,1099968,15,1071028,124,994049,416,1043591,228,1049894,204,1090674,50,1082071,82,1078446,96,1060127,166,1028178,287,995951,409,1095515,32,1094192,36,Highway,65
632,Car,BMW,2024,47473,135,39791,57,37759,72,19653,205,31699,117,0,659,20674,198,21191,194,31766,116,5302,313,18949,211,20094,203,0,625,0,510,0,545,Urban,39
633,Car,BMW,2020,234734,153,226810,52,226307,55,209808,163,164571,458,234544,2,179485,361,232074,16,220339,94,218981,102,187891,306,200417,225,230592,27,219978,96,228996,38,Mixed,61
634,Car,Honda,2003,358656,54,356101,48,348785,182,322595,665,236378,2262,255164,1915,344823,254,345132,249,327163,582,349982,160,343496,282,327135,582,283991,1385,217584,2607,331553,503,Urban,88
635,Car,Toyota,2007,480312,90,472729,85,475278,57,465356,166,369542,1230,371268,1211,434376,511,405322,833,456321,264,470297,111,454241,289,459371,231,377286,1146,372376,1201,476039,47,Mixed,71
636,Bus,Scania,2008,1187996,232,1186052,8,1178745,39,1165110,98,1034967,660,1094741,402,1184114,17,1172706,66,1169207,81,1176702,49,1186138,7,1155501,140,1181007,30,1117142,306,1151395,157,Urban,75
637,Bus,MAN,2024,89761,289,80978,30,81233,30,54209,123,0,411,16337,254,50468,136,63055,93,65907,83,49826,138,88979,3,43897,158,71512,62,0,557,87648,7,Mixed,57
638,Bus,Mercedes,2006,871206,152,866379,31,862807,55,842801,187,805033,436,790155,533,855933,101,849430,144,840003,206,845720,167,840923,200,870229,6,771825,654,856089,100,840907,199,Urban,41
639,Bus,Scania,2004,1074679,171,1066533,47,1066250,49,1045987,167,929468,849,1048731,152,1067095,44,1003958,414,1064956,57,1025143,290,1071898,16,1026963,280,1010518,375,928137,857,1011098,373,Urban,52
640,Car,Toyota,2024,30643,113,28598,18,26507,37,0,301,0,371,0,335,24663,53,0,384,0,338,22681,72,9840,183,0,341,0,600,0,1547,1117,260,Mixed,57
641,Truck,Ford,2010,993582,219,993077,2,988646,22,970363,106,854135,637,975852,80,930767,287,986487,32,992815,4,976029,80,992897,2,982858,49,934544,270,823361,777,969682,109,Urban,77
642,Car,Ford,2015,570025,192,569081,4,567130,16,549188,109,465787,543,497693,377,495825,386,499787,366,538275,165,556300,71,546279,123,548029,114,544429,133,509130,317,525931,230,Highway,72
643,Bus,Mercedes,2010,923979,204,916489,36,914476,46,874831,241,765048,779,859114,318,876768,232,917031,35,905747,90,890560,163,864678,291,888222,176,873962,244,823508,492,871551,257,Urban,80
644,Truck,Scania,2012,1023859,262,1017943,22,1021774,8,1000774,88,940019,320,974468,188,1019463,17,944478,303,992916,118,976562,180,1015684,31,1016844,27,1022025,7,900854,469,1009108,56,Mixed,40
645,Car,Ford,2008,759169,149,754366,31,749416,66,722659,245,706895,351,689715,467,688427,475,676818,552,702717,378,753093,40,718205,275,702110,383,695961,424,733185,174,757147,14,Urban,70
646,Car,Honda,2002,398014,57,393561,78,390432,134,362186,628,250987,2579,306011,1611,365497,569,315911,1444,366368,554,389384,149,359430,677,356317,731,335825,1091,252724,2546,377061,366,Mixed,41
647,Truck,MAN,2009,1147267,239,1145529,7,1139001,35,1142467,20,1023902,516,1122507,104,1086177,256,1088382,246,1116118,130,1101185,193,1087691,250,1121646,107,1096765,212,1136476,45,1110514,154,Highway,79
648,Bus,MAN,2013,940473,262,936431,15,940474,0,923060,67,793617,560,895894,170,878512,237,920937,75,889135,196,907048,128,899236,158,900832,151,842027,375,821924,453,933051,28,Mixed,32
649,Car,Hyundai,2004,1047260,166,1038565,53,1039932,44,1022148,151,967782,480,991192,338,986559,365,1003069,266,987787,359,1003380,265,1011219,217,975003,435,982613,389,937659,660,1013337,204,Highway,33
650,Truck,Mercedes,2017,513841,214,504868,42,507242,30,505426,40,387007,593,463508,236,475252,180,458007,261,481977,150,508744,24,461069,246,464897,229,413625,468,450932,294,458084,261,Highway,84
651,Bus,Scania,2000,2043025,272,2040590,9,2036938,22,2023274,73,2034011,33,2039262,14,1975954,247,1973896,254,1989136,198,2014859,103,2013911,107,2024279,68,1944137,364,2015082,103,1983940,217,Highway,42
652,Truck,Ford,2019,472486,261,472289,1,464608,30,455264,66,371677,386,448740,91,443916,109,401646,271,416953,213,452637,76,436337,138,398387,284,467897,18,319703,586,470177,9,Highway,86
653,Truck,MAN,2000,1427213,191,1425042,12,1421701,29,1404683,118,1329723,511,1421736,30,1377672,259,1402355,130,1378932,253,1398260,151,1367746,312,1420794,34,1335766,478,1300148,665,1341107,451,Urban,84
654,Car,Honda,2007,365960,68,360825,76,358260,113,364166,29,265448,1476,351952,206,335135,452,279878,1268,353818,179,351531,211,342587,343,300743,959,279167,1278,300330,964,355060,162,Urban,72
655,Car,Hyundai,2025,7788,167,4233,21,7349,2,0,126,0,848,0,533,5342,15,0,218,0,353,6156,11,0,51,0,80,0,394,0,469,0,156,Highway,44
656,Bus,Iveco,2000,2310720,308,2308659,7,2307919,9,2294403,53,2215094,310,2275226,115,2285524,82,2247326,205,2256224,177,2307991,9,2269016,135,2235978,243,2272617,124,2190835,389,2274690,117,Mixed,32
657,Bus,Iveco,2023,178117,299,174179,14,172561,18,135353,143,54941,411,125241,176,176077,6,114203,213,159203,64,149087,97,141979,121,161336,56,124137,181,56127,408,151194,90,Mixed,52
658,Bus,Mercedes,2024,115972,379,115979,0,115544,1,73325,113,23867,243,53480,165,86800,77,77280,102,69337,123,74004,111,62118,142,76159,105,8483,284,6406,289,98688,46,Urban,57
659,Truck,Volvo,2015,359117,119,351006,67,349416,82,333177,218,191639,1407,256081,865,291524,568,290843,574,328477,258,353202,50,343510,131,292079,562,301250,486,251955,900,340018,159,Urban,64
